McCaskill, Claire,D,(202) 224-6154,MO,Sen,false
McConnell, Mitch,R,(202) 224-2541,KY,Sen,false
Menendez, Robert,D,(202) 224-4744,NJ,Sen,false
Merkley, Jeff,D,(202) 224-3753,OR,Sen,true
Mikulski, Barbara A.,D,(202) 224-4654,MD,Sen,false
Moran, Jerry,R,(202) 224-6521,KS,Sen,false
Murkowski, Lisa,R,(202) 224-6665,AK,Sen,false
Murphy, Christopher,D,(202) 224-4041,CT,Sen,true
Murray, Patty,D,(202) 224-2621,WA,Sen,false
Nelson, Bill,D,(202) 224-5274,FL,Sen,false
Paul, Rand,R,(202) 224-4343,KY,Sen,false
Perdue, David,R,(202) 224-3521,GA,Sen,false
Peters, Gary C.,D,(202) 224-6221,MI,Sen,false
Portman, Rob,R,(202) 224-3353,OH,Sen,false
Reed, Jack,D,(202) 224-4642,RI,Sen,true
Reid, Harry,D,(202) 224-3542,NV,Sen,true
Risch, James E.,R,(202) 224-2752,ID,Sen,false
Roberts, Pat,R,(202) 224-4774,KS,Sen,false
Rounds, Mike,R,(202) 224-5842,SD,Sen,false
Rubio, Marco,R,(202) 224-3041,FL,Sen,false
Sanders, Bernard,I,(202) 224-5141,VT,Sen,false
Sasse, Ben,R,(202) 224-4224,NE,Sen,false
Schatz, Brian,D,(202) 224-3934,HI,Sen,false
Schumer, Charles E.,D,(202) 224-6542,NY,Sen,false
Scott, Tim,R,(202) 224-6121,SC,Sen,false
Sessions, Jeff,R,(202) 224-4124,AL,Sen,false
Shaheen, Jeanne,D,(202) 224-2841,NH,Sen,false
Shelby, Richard C.,R,(202) 224-5744,AL,Sen,false
Stabenow, Debbie,D,(202) 224-4822,MI,Sen,true
Sullivan, Daniel,R,(202) 224-3004,AK,Sen,false
Tester, Jon,D,(202) 224-2644,MT,Sen,true
Thune, John,R,(202) 224-2321,SD,Sen,false
Tillis, Thom,R,(202) 224-6342,NC,Sen,false
Toomey, Patrick J.,R,(202) 224-4254,PA,Sen,false
Udall, Tom,D,(202) 224-6621,NM,Sen,true
Vitter, David,R,(202) 224-4623,LA,Sen,false
Warner, Mark R.,D,(202) 224-2023,VA,Sen,false
Warren, Elizabeth,D,(202) 224-4543,MA,Sen,true
Whitehouse, Sheldon,D,(202) 224-2921,RI,Sen,true
Wicker, Roger F.,R,(202) 224-6253,MS,Sen,false
Wyden, Ron,D,(202) 224-5244,OR,Sen,true
